latitude,longitude,crime_type,severity,timestamp,area_name
-26.245469599022794,28.029683101038767,robbery,high,2025-05-03,Johannesburg CBD
-26.21253873853735,28.079011965098882,burglary,low,2025-09-27,Johannesburg CBD
-26.187414008428576,28.003208735313,theft,medium,2025-09-01,Johannesburg CBD
-26.19968637414199,28.069362519689793,burglary,medium,2025-12-18,Johannesburg CBD
-26.164351015881167,28.04629403268579,burglary,medium,2025-05-09,Johannesburg CBD
-26.184130636838105,28.035089233535167,assault,medium,2025-04-13,Johannesburg CBD
-26.233706557291857,28.05802061283321,robbery,high,2025-12-16,Johannesburg CBD
-26.242943125259956,28.038933515313975,murder,medium,2026-04-01,Johannesburg CBD
-26.185758072179368,28.06987385904653,carjacking,high,2025-12-03,Johannesburg CBD
-26.24734886894584,28.0720561491209,carjacking,medium,2025-02-02,Johannesburg CBD
-26.191422441872653,28.033737674149876,robbery,low,2025-02-07,Johannesburg CBD
-26.155976975857502,28.022146223778805,murder,high,2025-10-24,Johannesburg CBD
-26.19245258221241,28.047388026287468,carjacking,medium,2025-06-17,Johannesburg CBD
-26.211183007379347,28.072989067649335,robbery,medium,2026-01-25,Johannesburg CBD
-26.185671178155765,28.016852975120454,carjacking,high,2026-03-11,Johannesburg CBD
-26.20417471095085,28.04983732668508,burglary,medium,2025-04-22,Johannesburg CBD
-26.195438321068405,28.0505248176074,theft,low,2025-01-31,Johannesburg CBD
-26.155853519122346,28.05864904179322,theft,medium,2025-04-11,Johannesburg CBD
-26.21138973621992,28.010525414810182,carjacking,critical,2025-09-26,Johannesburg CBD
-26.153880943617608,28.057265997174564,assault,high,2025-02-27,Johannesburg CBD
-26.159464935804394,28.07272260165325,murder,high,2025-01-13,Johannesburg CBD
-26.23042088652107,28.01437464870962,murder,high,2025-02-24,Johannesburg CBD
-26.243063869912483,28.01900346599391,murder,low,2025-08-07,Johannesburg CBD
-26.239922199862256,28.07771160752333,burglary,medium,2026-02-20,Johannesburg CBD
-26.248177817434843,28.014478156216757,murder,high,2025-11-11,Johannesburg CBD
-26.240555703924407,28.068350807469564,theft,low,2026-05-16,Johannesburg CBD
-26.181699322658364,28.03938222851584,burglary,medium,2026-04-19,Johannesburg CBD
-26.242881135153976,28.019778485952255,robbery,medium,2025-04-09,Johannesburg CBD
-26.218102436970625,28.069659992101798,murder,medium,2025-08-29,Johannesburg CBD
-26.165512468903053,28.03562442040021,murder,critical,2025-12-24,Johannesburg CBD
-26.24767280642642,28.041185388314375,robbery,low,2025-04-19,Johannesburg CBD
-26.168553151741104,28.02873866955198,murder,medium,2026-02-15,Johannesburg CBD
-26.22181452252266,28.047436068114795,robbery,low,2026-04-20,Johannesburg CBD
-26.238183517237836,28.0130819098068,burglary,critical,2026-02-01,Johannesburg CBD
-26.180326283463582,28.03128652293214,theft,low,2025-06-28,Johannesburg CBD
-26.187105715322012,28.07755298578682,robbery,medium,2025-12-09,Johannesburg CBD
-26.162252798647295,28.02065067461609,assault,high,2026-03-15,Johannesburg CBD
-26.17649289561961,28.0525389331633,robbery,high,2025-02-13,Johannesburg CBD
-26.169651906961516,28.026015205137973,murder,medium,2025-08-15,Johannesburg CBD
-26.22179654274287,28.061877850054927,burglary,medium,2025-09-14,Johannesburg CBD
-26.232256045622027,28.01046989285747,carjacking,medium,2026-02-24,Johannesburg CBD
-26.174938524835913,28.077585683606284,burglary,medium,2025-02-07,Johannesburg CBD
-26.169316526073274,28.03630316331069,carjacking,medium,2025-03-23,Johannesburg CBD
-26.15094948579993,28.018884037067718,robbery,medium,2025-06-29,Johannesburg CBD
-26.208738232308857,28.0058797397864,theft,medium,2026-03-28,Johannesburg CBD
-26.21279819142072,28.013580632407002,assault,medium,2025-04-29,Johannesburg CBD
-26.1723587039258,28.041581915884482,burglary,high,2025-02-02,Johannesburg CBD
-26.215919645974697,28.026960254114503,murder,critical,2025-07-30,Johannesburg CBD
-26.156924267439642,28.066310669270607,carjacking,high,2026-02-19,Johannesburg CBD
-26.164158724815696,28.034471001892943,murder,low,2025-03-09,Johannesburg CBD
-26.207100597262496,28.01989714180701,theft,low,2025-06-10,Johannesburg CBD
-26.17491289322085,28.04937159892832,carjacking,critical,2025-09-10,Johannesburg CBD
-26.17454571259153,28.056542177350835,burglary,medium,2025-11-27,Johannesburg CBD
-26.239687613116406,28.013363352632076,robbery,low,2025-05-04,Johannesburg CBD
-26.159744709332042,28.013409537303065,murder,medium,2025-09-13,Johannesburg CBD
-26.199474762755212,28.002933714154683,theft,high,2026-04-13,Johannesburg CBD
-26.167354253389224,28.05891216120525,burglary,high,2025-07-22,Johannesburg CBD
-26.217995039896937,28.053104362209744,burglary,medium,2025-11-12,Johannesburg CBD
-26.16044767715038,28.037970470059985,burglary,low,2025-10-28,Johannesburg CBD
-26.211079832126583,28.067533635917535,burglary,critical,2025-09-03,Johannesburg CBD
-26.24891623485197,28.064453612236004,carjacking,medium,2025-11-21,Johannesburg CBD
-26.159461802358074,28.04682834915174,burglary,high,2025-01-27,Johannesburg CBD
-26.240871332321387,28.06946170244106,murder,high,2025-07-04,Johannesburg CBD
-26.218068636240957,28.01646729680294,theft,high,2025-07-17,Johannesburg CBD
-26.154993803294918,28.008953569551817,carjacking,medium,2025-04-21,Johannesburg CBD
-26.15493928530624,28.02157996892136,burglary,medium,2025-09-01,Johannesburg CBD
-26.19265621118767,28.004566948487145,assault,medium,2025-04-21,Johannesburg CBD
-26.18681627878302,28.042493562240082,assault,high,2025-09-15,Johannesburg CBD
-26.205155447802166,28.074928455383596,theft,critical,2025-03-18,Johannesburg CBD
-26.220678922830192,28.003147483253482,robbery,low,2025-12-22,Johannesburg CBD
-26.217133545463007,28.009768793120802,robbery,low,2026-03-17,Johannesburg CBD
-26.182748154392296,28.036175922262675,carjacking,critical,2026-05-02,Johannesburg CBD
-26.174762547056233,28.07471000140223,carjacking,high,2026-03-19,Johannesburg CBD
-26.170842095627414,28.02529248839814,carjacking,high,2025-12-03,Johannesburg CBD
-26.171038185720544,28.04057878469507,robbery,medium,2025-03-21,Johannesburg CBD
-26.24087938969513,28.00332582872403,assault,medium,2025-07-30,Johannesburg CBD
-26.20055796952974,28.011867456076967,robbery,high,2025-01-24,Johannesburg CBD
-26.244244123998335,28.078930409836705,murder,high,2025-12-12,Johannesburg CBD
-26.195047111767625,28.077209495714882,burglary,medium,2025-04-02,Johannesburg CBD
-26.20584694986266,28.000395198474752,carjacking,low,2026-01-09,Johannesburg CBD
-26.161229581724168,28.076144942833857,assault,medium,2025-12-17,Johannesburg CBD
-26.21490849874479,28.051129595025238,theft,medium,2026-03-12,Johannesburg CBD
-26.238293298357238,28.0694334635616,theft,medium,2025-02-22,Johannesburg CBD
-26.235700831794716,28.03637918845071,burglary,critical,2025-08-23,Johannesburg CBD
-26.17384893682825,28.04124768228634,assault,medium,2026-03-22,Johannesburg CBD
-26.188178193668374,28.039107726420553,robbery,high,2025-02-15,Johannesburg CBD
-26.23988773238772,28.053349140603686,robbery,low,2025-06-24,Johannesburg CBD
-26.2415893193885,28.011172100380506,murder,high,2026-05-04,Johannesburg CBD
-26.179903086854086,28.002397887189815,murder,critical,2025-07-26,Johannesburg CBD
-26.24272369936358,28.024634395327293,robbery,low,2026-04-14,Johannesburg CBD
-26.167813994070965,28.05637446101893,theft,low,2026-02-19,Johannesburg CBD
-26.17937577728435,28.016148276169837,carjacking,medium,2025-05-08,Johannesburg CBD
-26.24186512193581,28.05387459466599,theft,low,2025-07-03,Johannesburg CBD
-26.24151622859148,28.07759296368858,murder,high,2026-03-01,Johannesburg CBD
-26.151336042149882,28.007512057263153,burglary,critical,2025-12-15,Johannesburg CBD
-26.21257292042439,28.05380816945801,robbery,medium,2025-11-04,Johannesburg CBD
-26.21293578529331,28.035500017544365,murder,medium,2025-12-15,Johannesburg CBD
-26.16872004327425,28.0694513803502,murder,medium,2026-02-19,Johannesburg CBD
-26.155275142261612,28.01417198315579,carjacking,high,2025-12-04,Johannesburg CBD
-26.15139989361771,28.05541007617809,robbery,low,2026-02-27,Johannesburg CBD
-26.174662181474105,28.067049223171846,carjacking,medium,2025-04-12,Johannesburg CBD
-26.212374041446907,28.07556913755792,robbery,high,2025-12-14,Johannesburg CBD
-26.241649928330133,28.05465984226317,carjacking,high,2026-01-15,Johannesburg CBD
-26.172285308407254,28.039773981120675,theft,medium,2026-01-16,Johannesburg CBD
-26.19415957502642,28.049427779216096,burglary,high,2025-06-20,Johannesburg CBD
-26.207577799075302,28.069512398758295,burglary,low,2025-07-12,Johannesburg CBD
-26.159364561490523,28.045648779731106,robbery,low,2025-02-16,Johannesburg CBD
-26.238880251769384,28.002430964775748,assault,high,2025-01-29,Johannesburg CBD
-26.200737489570912,28.074475895640557,murder,high,2025-01-09,Johannesburg CBD
-26.248864635523258,28.055162140082523,murder,low,2025-07-16,Johannesburg CBD
-26.203133935800587,28.054121070862177,robbery,medium,2025-03-07,Johannesburg CBD
-26.244369672431816,28.017254012191817,carjacking,medium,2025-01-07,Johannesburg CBD
-26.238118208373194,28.052710837618612,assault,medium,2025-05-24,Johannesburg CBD
-26.23824737532229,28.031509152452333,theft,medium,2026-03-15,Johannesburg CBD
-26.185078969788393,28.05209863816332,carjacking,low,2025-09-14,Johannesburg CBD
-26.175395512073457,28.00852744242464,carjacking,medium,2026-02-23,Johannesburg CBD
-26.191663123490283,28.05262762436824,robbery,high,2025-09-08,Johannesburg CBD
-26.153782745152544,28.07995309806165,robbery,high,2026-05-02,Johannesburg CBD
-26.212512942047628,28.003856963108845,murder,high,2025-12-06,Johannesburg CBD
-26.221428791371814,28.078173934737702,robbery,low,2026-04-13,Johannesburg CBD
-26.163140087181052,28.03255263685783,robbery,critical,2025-01-26,Johannesburg CBD
-26.227640416148056,28.06966027602698,robbery,high,2026-03-29,Johannesburg CBD
-26.153677746055937,28.06259083872466,murder,high,2025-02-28,Johannesburg CBD
-26.248784552531017,28.045361300878934,theft,high,2025-08-23,Johannesburg CBD
-26.153012117329236,28.059075936740104,theft,critical,2025-12-03,Johannesburg CBD
-26.245684008804943,28.070281244904105,robbery,medium,2025-05-28,Johannesburg CBD
-26.16088568863019,28.032331225732083,murder,medium,2026-01-13,Johannesburg CBD
-26.197229889091368,28.02616265292506,theft,high,2026-04-14,Johannesburg CBD
-26.150703520388067,28.053407470845087,carjacking,high,2025-07-25,Johannesburg CBD
-26.24262034352646,28.0646276753553,theft,high,2025-10-10,Johannesburg CBD
-26.194614571559867,28.06098281078213,theft,medium,2025-09-03,Johannesburg CBD
-26.15306974643809,28.06382509190869,murder,low,2025-03-10,Johannesburg CBD
-26.197690215582984,28.034846665185032,carjacking,medium,2025-10-04,Johannesburg CBD
-26.187060136186474,28.065426737294,murder,critical,2025-11-10,Johannesburg CBD
-26.180425131101536,28.009616724429648,robbery,medium,2025-12-09,Johannesburg CBD
-26.20454589352322,28.04355912783687,burglary,medium,2026-03-21,Johannesburg CBD
-26.187244191991592,28.000460692839848,theft,medium,2025-05-24,Johannesburg CBD
-26.19156856880769,28.02596686639202,burglary,medium,2025-06-25,Johannesburg CBD
-26.1598841989509,28.02931692278971,murder,high,2025-02-02,Johannesburg CBD
-26.245455361965853,28.03169381532874,murder,high,2025-12-13,Johannesburg CBD
-26.221903681040775,28.055637376535188,murder,high,2025-11-24,Johannesburg CBD
-26.154958851592344,28.031084648101626,burglary,medium,2025-03-05,Johannesburg CBD
-26.160973621610907,28.035895489809803,murder,high,2025-07-24,Johannesburg CBD
-26.20443432472143,28.019003530469945,robbery,medium,2025-12-05,Johannesburg CBD
-26.187986740219845,28.029860143330346,murder,high,2025-04-15,Johannesburg CBD
-26.222261881701886,28.018181570181053,assault,medium,2025-02-22,Johannesburg CBD
-26.231187884027623,28.005855673901475,burglary,medium,2026-01-19,Johannesburg CBD
-26.203630159506,28.04827588747051,assault,high,2025-07-05,Johannesburg CBD
-26.214664777197395,28.053457023884402,murder,critical,2025-06-03,Johannesburg CBD
-26.19163438881491,28.049559227680767,robbery,low,2025-02-24,Johannesburg CBD
-26.2422265363035,28.037079523504044,theft,high,2026-03-19,Johannesburg CBD
-26.152560519233383,28.03038286241434,carjacking,medium,2025-05-17,Johannesburg CBD
-26.151378925552038,28.069066691965745,carjacking,medium,2026-05-15,Johannesburg CBD
-26.180183828598025,28.041526542810896,murder,low,2025-01-11,Johannesburg CBD
-26.196390363365587,28.03833455021038,robbery,medium,2025-04-17,Johannesburg CBD
-26.219047238371367,28.002051365264514,burglary,medium,2025-02-13,Johannesburg CBD
-26.168620498029306,28.027299826210093,assault,low,2026-02-11,Johannesburg CBD
-26.18152688274461,28.030415649502867,assault,medium,2026-04-13,Johannesburg CBD
-26.23373830606551,28.031905822471753,assault,critical,2025-09-01,Johannesburg CBD
-26.158907281550615,28.046413789538185,burglary,low,2025-10-07,Johannesburg CBD
-26.16774627570768,28.042688203738148,carjacking,high,2025-04-17,Johannesburg CBD
-26.155020008670807,28.048632407423476,robbery,medium,2025-09-06,Johannesburg CBD
-26.17742804916116,28.06119066092337,burglary,high,2025-05-30,Johannesburg CBD
-26.18865848040642,28.065038859097285,assault,medium,2025-12-03,Johannesburg CBD
-26.208175696370937,28.05744984609812,murder,low,2026-02-17,Johannesburg CBD
-26.156727151664597,28.076441895676393,theft,low,2025-02-21,Johannesburg CBD
-26.16339361104996,28.001458606614108,burglary,low,2026-05-06,Johannesburg CBD
-26.24547813298938,28.015662238854684,burglary,low,2025-12-08,Johannesburg CBD
-26.247363302550276,28.00060502999825,robbery,high,2025-04-15,Johannesburg CBD
-26.212353663312193,28.051797977132367,robbery,high,2025-07-31,Johannesburg CBD
-26.168944666921817,28.071842443915997,burglary,high,2025-10-23,Johannesburg CBD
-26.151272387068506,28.019478583726105,assault,high,2025-03-09,Johannesburg CBD
-26.234958310889645,28.074162763583704,theft,low,2025-02-01,Johannesburg CBD
-26.190586928464786,28.004821391223164,robbery,medium,2025-03-13,Johannesburg CBD
-26.211910914336897,28.07475488214444,assault,medium,2026-02-02,Johannesburg CBD
-26.153008560218538,28.02812981497917,murder,medium,2025-02-06,Johannesburg CBD
-26.165788107686428,28.008113666275936,robbery,medium,2025-05-15,Johannesburg CBD
-26.166167129528883,28.038869740734906,assault,medium,2026-02-02,Johannesburg CBD
-26.203130684020504,28.02054212541764,assault,medium,2025-01-13,Johannesburg CBD
-26.208518049766234,28.022789832156953,theft,medium,2025-10-07,Johannesburg CBD
-26.222659292806927,28.0245831971941,theft,high,2026-03-23,Johannesburg CBD
-26.244362450334908,28.064242071826612,murder,high,2025-12-27,Johannesburg CBD
-26.163527762374493,28.04313290213402,assault,medium,2026-04-04,Johannesburg CBD
-26.16870989908699,28.02490461593248,carjacking,critical,2026-04-06,Johannesburg CBD
-26.150028232671385,28.048826702664872,assault,critical,2025-03-13,Johannesburg CBD
-26.15033631629261,28.057292053937854,theft,medium,2025-02-17,Johannesburg CBD
-26.194456829439737,28.021809920058683,carjacking,medium,2026-03-21,Johannesburg CBD
-26.17310125848195,28.03308392812203,robbery,medium,2025-09-18,Johannesburg CBD
-26.155523427011754,28.009750887466957,robbery,critical,2026-02-01,Johannesburg CBD
-26.165035260932257,28.014491947962775,burglary,high,2026-03-22,Johannesburg CBD
-26.22526518982568,28.054489428317197,theft,low,2025-06-08,Johannesburg CBD
-26.20494558646899,28.01451506781565,burglary,medium,2025-02-06,Johannesburg CBD
-26.23708405848485,28.042013070693365,carjacking,medium,2025-11-26,Johannesburg CBD
-26.154594897274126,28.056723700937795,theft,medium,2026-01-31,Johannesburg CBD
-26.189382536554913,28.00855015384758,murder,low,2026-01-17,Johannesburg CBD
-26.227135719449652,28.04538497757031,assault,high,2025-10-19,Johannesburg CBD
-26.182829931559414,28.02052502269611,murder,high,2026-04-30,Johannesburg CBD
-26.18818717595421,28.077034150019006,carjacking,high,2025-02-19,Johannesburg CBD
-26.214183728196716,28.038683651737593,theft,high,2025-01-15,Johannesburg CBD
-26.238644240780037,28.064479403982013,carjacking,high,2026-03-22,Johannesburg CBD
-26.182842680440718,28.0440181233725,assault,medium,2025-12-03,Johannesburg CBD
-26.19796922990962,28.003473002628386,robbery,high,2025-07-24,Johannesburg CBD
-26.172768160826436,28.05065211004752,robbery,low,2025-02-14,Johannesburg CBD
-26.1979836498888,28.07611226737653,carjacking,high,2025-09-24,Johannesburg CBD
-26.164781849968143,28.048128945611705,burglary,low,2025-08-13,Johannesburg CBD
-26.19480931612255,28.06553510875414,theft,high,2026-02-22,Johannesburg CBD
-26.19390620284646,28.07073651706787,theft,medium,2025-01-13,Johannesburg CBD
-26.162334639734166,28.018246381755915,robbery,low,2025-03-03,Johannesburg CBD
-26.20965171337876,28.01696358719266,murder,low,2025-08-24,Johannesburg CBD
-26.236598477154935,28.04887847910808,assault,low,2026-02-02,Johannesburg CBD
-26.247121732368665,28.032882277584537,murder,high,2026-04-29,Johannesburg CBD
-26.17448627443264,28.067188904229337,murder,high,2025-04-08,Johannesburg CBD
-26.18796904486465,28.07200184987184,carjacking,medium,2025-08-28,Johannesburg CBD
-26.179592023190075,28.028273710344216,robbery,low,2025-10-04,Johannesburg CBD
-26.228703583849107,28.018949644717956,robbery,low,2026-03-23,Johannesburg CBD
-26.236362852441324,28.06244204121951,robbery,low,2025-01-12,Johannesburg CBD
-26.248545533433212,28.021984482843852,carjacking,low,2025-02-19,Johannesburg CBD
-26.21494124411934,28.065809145481094,burglary,high,2025-06-11,Johannesburg CBD
-26.191008231314537,28.0338990602919,murder,medium,2025-12-28,Johannesburg CBD
-26.210775595490027,28.053403991943316,carjacking,medium,2025-04-28,Johannesburg CBD
-26.206252507797625,28.007642825106775,theft,low,2026-02-16,Johannesburg CBD
-26.159584130550623,28.049908745974125,assault,medium,2026-04-21,Johannesburg CBD
-26.21517445329767,28.036141414298978,burglary,medium,2026-02-03,Johannesburg CBD
-26.19860105108402,28.046928677054037,theft,high,2025-12-24,Johannesburg CBD
-26.171634698725885,28.013441136619587,murder,medium,2026-04-15,Johannesburg CBD
-26.210345721767872,28.058949899595532,robbery,low,2025-08-08,Johannesburg CBD
-26.187791329977212,28.069023766203458,murder,medium,2026-04-05,Johannesburg CBD
-26.163763629125324,28.017339184007263,carjacking,medium,2025-05-12,Johannesburg CBD
-26.155047937634233,28.007657164441614,assault,medium,2025-09-23,Johannesburg CBD
-26.235292651907095,28.001891086883706,carjacking,critical,2026-01-29,Johannesburg CBD
-26.15734123748385,28.051357720035462,burglary,high,2025-09-14,Johannesburg CBD
-26.200788370692045,28.0485675228871,burglary,medium,2025-05-13,Johannesburg CBD
-26.224175561170103,28.043735793017124,assault,medium,2025-02-27,Johannesburg CBD
-26.20408642437617,28.01855576768928,theft,medium,2025-10-23,Johannesburg CBD
-26.15199674247145,28.03127247967244,theft,medium,2025-04-11,Johannesburg CBD
-26.200738190600713,28.047558106814893,burglary,high,2026-02-01,Johannesburg CBD
-26.217124838971248,28.039741348708734,burglary,high,2025-03-08,Johannesburg CBD
-26.186659914568327,28.07902284161719,robbery,low,2025-05-25,Johannesburg CBD
-26.22598543812218,28.010915180204538,theft,medium,2026-02-15,Johannesburg CBD
-26.242413667189133,28.055611564323808,assault,medium,2025-10-16,Johannesburg CBD
-26.237112027808934,28.032345501448344,theft,high,2025-10-11,Johannesburg CBD
-26.23719541610422,28.03425596919405,robbery,high,2025-04-08,Johannesburg CBD
-26.23480973064877,28.057407821252653,carjacking,medium,2025-10-09,Johannesburg CBD
-26.23611728273506,28.055394892105948,burglary,low,2025-03-02,Johannesburg CBD
-26.185912525519676,28.079300479496172,burglary,high,2025-08-04,Johannesburg CBD
-26.231811991560086,28.01027154315633,robbery,low,2025-02-26,Johannesburg CBD
-26.215433271667614,28.008328771950733,assault,medium,2026-02-20,Johannesburg CBD
-26.1603211590094,28.0579471053703,burglary,low,2026-04-08,Johannesburg CBD
-26.20260383597371,28.046270953360512,murder,high,2025-04-28,Johannesburg CBD
-26.183244226147895,28.021932853324785,burglary,medium,2026-02-20,Johannesburg CBD
-26.232768012879838,28.00635354951912,murder,medium,2025-11-21,Johannesburg CBD
-26.23077109811913,28.006852659967713,robbery,high,2025-12-24,Johannesburg CBD
-26.245913138373353,28.07153526997313,robbery,medium,2026-04-20,Johannesburg CBD
-26.233106493692784,28.015349385977498,burglary,medium,2026-04-04,Johannesburg CBD
-26.222140966096802,28.02586972496924,theft,medium,2025-11-12,Johannesburg CBD
-26.232298951572325,28.01813251217816,murder,low,2026-04-24,Johannesburg CBD
-26.241129746624296,28.028399704466555,assault,high,2026-01-26,Johannesburg CBD
-26.23793641288994,28.00555390741969,burglary,low,2025-10-06,Johannesburg CBD
-26.203922123196726,28.04152478327266,assault,medium,2025-11-28,Johannesburg CBD
-26.229366628159422,28.005409005087376,burglary,medium,2025-01-17,Johannesburg CBD
-26.213573013895193,28.064028520625786,theft,high,2025-03-17,Johannesburg CBD
-26.199658272914515,28.018696966552834,theft,high,2025-11-21,Johannesburg CBD
-26.180960517137063,28.04320095316836,theft,medium,2026-02-23,Johannesburg CBD
-26.24606878601589,28.070406327004914,carjacking,low,2026-03-05,Johannesburg CBD
-26.170058960109095,28.052070189523775,theft,high,2026-02-11,Johannesburg CBD
-26.187209961050907,28.042636622924107,robbery,medium,2025-11-11,Johannesburg CBD
-26.241824096805114,28.02594670024923,robbery,high,2025-10-13,Johannesburg CBD
-26.16264213758932,28.026640153044657,carjacking,high,2026-04-26,Johannesburg CBD
-26.157912759946818,28.053558956415856,murder,high,2025-05-13,Johannesburg CBD
-26.243892204014514,28.07953114889769,assault,medium,2026-01-22,Johannesburg CBD
-26.222312235185278,28.05294713518795,burglary,medium,2025-01-10,Johannesburg CBD
-26.16937987202069,28.0446226733896,burglary,high,2025-02-24,Johannesburg CBD
-26.17517403096163,28.058452040819137,carjacking,medium,2026-03-15,Johannesburg CBD
-26.231547898064363,28.037216448982697,robbery,low,2026-04-30,Johannesburg CBD
-26.22906506766633,28.00481138740806,burglary,high,2025-12-14,Johannesburg CBD
-26.212952789720863,28.044983745270233,robbery,high,2025-04-21,Johannesburg CBD
-26.201547701480898,28.07661002276043,murder,medium,2026-02-19,Johannesburg CBD
-26.18817452284697,28.01402423538861,assault,low,2025-12-07,Johannesburg CBD
-26.21310863604302,28.055200391265654,murder,medium,2025-11-02,Johannesburg CBD
-26.203746528386684,28.016074695092723,carjacking,high,2025-01-15,Johannesburg CBD
-26.175252906186625,28.042866214757847,theft,critical,2026-02-09,Johannesburg CBD
-26.24633167971094,28.007734115971736,theft,medium,2026-02-23,Johannesburg CBD
-26.2247563055656,28.036029674900654,theft,low,2026-04-06,Johannesburg CBD
-26.178665041411545,28.06049306631162,murder,high,2025-02-01,Johannesburg CBD
-26.160479316231278,28.027805721939117,burglary,medium,2025-07-24,Johannesburg CBD
-26.19883225578843,28.053192937958976,assault,medium,2026-04-12,Johannesburg CBD
-26.19678865147347,28.063635996863177,theft,critical,2026-04-12,Johannesburg CBD
-26.23928279886602,28.074174225558355,carjacking,low,2025-11-02,Johannesburg CBD
-26.205258763317655,28.018771366548435,carjacking,high,2025-01-02,Johannesburg CBD
-26.196738273354498,28.031945273264743,theft,low,2025-07-17,Johannesburg CBD
-26.225752949636526,28.012193281066434,theft,medium,2025-08-23,Johannesburg CBD
-26.22307567690506,28.07939868017267,assault,high,2025-06-14,Johannesburg CBD
-26.21227158368954,28.07416007743394,theft,medium,2026-03-27,Johannesburg CBD
-26.247992880222228,28.043196570422445,assault,critical,2025-04-08,Johannesburg CBD
-26.217792083441683,28.067362663550114,carjacking,medium,2025-11-07,Johannesburg CBD
-26.228855199300344,28.041676638181762,theft,medium,2026-03-06,Johannesburg CBD
-26.21725026478221,28.04988685504022,murder,medium,2025-09-23,Johannesburg CBD
-26.238023786818076,28.00712995456928,murder,medium,2025-05-18,Johannesburg CBD
-26.16094727192601,28.060421633639745,carjacking,medium,2026-04-12,Johannesburg CBD
-26.190640754644594,28.01021707869082,assault,low,2025-08-31,Johannesburg CBD
-26.18208976808555,28.0660854104202,murder,medium,2025-12-21,Johannesburg CBD
-26.171082876139266,28.06256224701363,assault,medium,2025-09-10,Johannesburg CBD
-26.200155780107092,28.056699575819437,murder,high,2025-11-30,Johannesburg CBD
-26.241307971191258,28.00289283044198,murder,high,2025-02-22,Johannesburg CBD
-26.196289345818144,28.024250268475626,assault,high,2025-01-10,Johannesburg CBD
-26.191315888197913,28.021049005592868,burglary,low,2026-04-01,Johannesburg CBD
-26.175456052581566,28.02881091259772,murder,medium,2025-02-11,Johannesburg CBD
-26.206834045377033,28.007011419741108,theft,high,2026-05-04,Johannesburg CBD
-26.237241969720444,28.074956625842482,carjacking,medium,2025-07-27,Johannesburg CBD
-26.221622409420128,28.04430417925699,burglary,low,2025-02-16,Johannesburg CBD
-26.213691770360136,28.02444194485264,assault,high,2025-06-13,Johannesburg CBD
-26.185408275866838,28.03175852136594,burglary,high,2026-03-30,Johannesburg CBD
-26.19292216953311,28.035776203240385,robbery,medium,2025-03-23,Johannesburg CBD
-26.214390327410214,28.048047546668847,robbery,low,2025-10-03,Johannesburg CBD
-26.151348475120702,28.04125435421572,murder,high,2025-07-10,Johannesburg CBD
-26.189422518064312,28.073551357857152,murder,medium,2025-06-06,Johannesburg CBD
-26.2262773208264,28.039757078632466,theft,high,2026-03-09,Johannesburg CBD
-26.23982175273796,28.079372641185863,carjacking,high,2025-09-13,Johannesburg CBD
-26.234714086081567,28.068113996619605,burglary,high,2025-10-25,Johannesburg CBD
-26.225404227161548,28.016680841148588,robbery,medium,2025-11-07,Johannesburg CBD
-26.233931862674044,28.07444761717151,murder,low,2025-06-08,Johannesburg CBD
-26.23134329759487,28.009309311830837,carjacking,high,2026-03-10,Johannesburg CBD
-26.221490483130616,28.065395976679294,burglary,high,2025-07-08,Johannesburg CBD
-26.232662640470526,28.030449863478125,murder,high,2026-01-14,Johannesburg CBD
-26.160323457537356,28.070237945635604,murder,low,2025-08-13,Johannesburg CBD
-26.241976625433836,28.069444535208593,robbery,low,2026-04-22,Johannesburg CBD
-26.197548861042975,28.064474032009407,robbery,high,2025-10-20,Johannesburg CBD
-26.208960317301035,28.063202434904564,murder,high,2025-03-13,Johannesburg CBD
-26.151762138309138,28.02437433112784,assault,critical,2025-04-05,Johannesburg CBD
-26.238796109783195,28.0064735426441,murder,high,2025-08-04,Johannesburg CBD
-26.210214440095424,28.03223841430121,carjacking,medium,2025-09-29,Johannesburg CBD
-26.15305295667246,28.01388196119892,murder,high,2025-12-16,Johannesburg CBD
-26.1634492874106,28.055596087112196,theft,high,2026-01-31,Johannesburg CBD
-26.16829279290507,28.027687978123023,theft,medium,2026-03-06,Johannesburg CBD
-26.224209717295505,28.07804881606879,theft,high,2025-04-06,Johannesburg CBD
-26.232911241260993,28.051277766187624,assault,low,2025-11-08,Johannesburg CBD
-26.183135678007556,28.06579844509075,assault,medium,2025-11-15,Johannesburg CBD
-26.15706240108724,28.010601973819348,murder,high,2025-11-03,Johannesburg CBD
-26.194323710698605,28.068961158581807,theft,medium,2025-04-10,Johannesburg CBD
-26.19283873105301,28.07382057524107,assault,medium,2025-12-06,Johannesburg CBD
-26.22200209063397,28.038964953505513,robbery,medium,2025-06-20,Johannesburg CBD
-26.173050706680804,28.04850023502008,murder,medium,2026-01-10,Johannesburg CBD
-26.23129562514425,28.06118478407224,carjacking,medium,2025-12-28,Johannesburg CBD
-26.217632076359575,28.013987090180834,burglary,medium,2025-08-04,Johannesburg CBD
-26.20745635613836,28.040205286117075,murder,critical,2025-11-07,Johannesburg CBD
-26.199238962131552,28.031893042221785,burglary,medium,2025-11-13,Johannesburg CBD
-26.225759026758492,28.01170991937298,theft,low,2025-07-01,Johannesburg CBD
-26.23851631752608,28.029402753783323,burglary,low,2025-08-14,Johannesburg CBD
