latitude,longitude,report_type,risk_level,timestamp
-26.24087938969513,28.071564178151526,unsafe_condition,1,2026-05-17
-26.20055796952974,28.063988420475784,suspicious_activity,1,2025-09-16
-26.244244123998335,28.03401708035754,lighting_issue,3,2025-09-05
-26.195047111767625,28.00179754466561,lighting_issue,0,2026-04-04
-26.20584694986266,28.021494188750797,unsafe_condition,1,2026-03-06
-26.161229581724168,28.04333073717287,safe_area,0,2025-10-01
-26.21490849874479,28.050678257586092,unsafe_condition,0,2025-10-20
-26.238293298357238,28.020631014834656,suspicious_activity,0,2026-05-23
-26.235700831794716,28.011148485925826,unsafe_condition,4,2025-07-22
-26.17384893682825,28.066794418943942,dangerous_area,5,2025-07-11
-26.188178193668374,28.078752174456284,suspicious_activity,0,2026-01-19
-26.23988773238772,28.042055214584213,suspicious_activity,4,2025-07-23
-26.2415893193885,28.013734342867863,safe_area,3,2025-11-11
-26.179903086854086,28.021784586121548,lighting_issue,1,2026-03-25
-26.24272369936358,28.001471254123796,suspicious_activity,5,2025-07-04
-26.167813994070965,28.073143904524837,lighting_issue,1,2025-08-03
-26.17937577728435,28.009420086631213,unsafe_condition,5,2025-07-13
-26.24186512193581,28.046121318041138,dangerous_area,1,2025-08-29
-26.24151622859148,28.021924417654976,safe_area,5,2025-06-07
-26.151336042149882,28.044334240201263,lighting_issue,1,2025-06-22
-26.21257292042439,28.05211363106815,suspicious_activity,1,2025-06-05
-26.21293578529331,28.066379344296575,lighting_issue,1,2025-12-02
-26.16872004327425,28.01651370174085,suspicious_activity,1,2025-07-25
-26.155275142261612,28.00087966629268,lighting_issue,3,2026-05-23
-26.15139989361771,28.010950850405504,suspicious_activity,0,2026-02-11
-26.174662181474105,28.072001491347848,unsafe_condition,2,2026-02-05
-26.212374041446907,28.069911206205,suspicious_activity,4,2026-01-18
-26.241649928330133,28.047793048173624,suspicious_activity,2,2026-03-31
-26.172285308407254,28.04804134883469,dangerous_area,2,2026-05-07
-26.19415957502642,28.0532029339637,suspicious_activity,5,2025-10-22
-26.207577799075302,28.014029702289875,dangerous_area,0,2025-09-01
-26.159364561490523,28.073152955673994,safe_area,5,2026-04-07
-26.238880251769384,28.033501641991364,dangerous_area,0,2025-10-06
-26.200737489570912,28.030651082259958,unsafe_condition,0,2025-07-08
-26.248864635523258,28.041513416422625,dangerous_area,1,2026-04-24
-26.203133935800587,28.003757277342004,safe_area,3,2026-04-14
-26.244369672431816,28.013302669500487,unsafe_condition,1,2025-07-05
-26.238118208373194,28.059042689314108,lighting_issue,3,2026-05-17
-26.23824737532229,28.00662389343401,lighting_issue,5,2026-01-24
-26.185078969788393,28.04825216875731,dangerous_area,3,2025-09-20
-26.175395512073457,28.019627928774504,dangerous_area,5,2025-06-18
-26.191663123490283,28.031143649123358,safe_area,2,2026-01-24
-26.153782745152544,28.023095498941654,safe_area,2,2026-04-21
-26.212512942047628,28.028453817317196,suspicious_activity,3,2025-06-17
-26.221428791371814,28.05752367241474,safe_area,3,2026-04-13
-26.163140087181052,28.023769737249854,suspicious_activity,5,2025-12-29
-26.227640416148056,28.04531237122375,unsafe_condition,1,2025-11-18
-26.153677746055937,28.038084032175927,dangerous_area,5,2025-09-12
-26.248784552531017,28.053093693229012,unsafe_condition,1,2025-07-20
-26.153012117329236,28.074946379145977,safe_area,2,2026-01-28
-26.245684008804943,28.058605767776818,unsafe_condition,0,2025-06-22
-26.16088568863019,28.01719523028726,unsafe_condition,3,2025-08-14
-26.197229889091368,28.002494650804902,unsafe_condition,1,2025-11-04
-26.150703520388067,28.020981123543987,safe_area,5,2026-01-24
-26.24262034352646,28.04760623445602,unsafe_condition,2,2025-12-29
-26.194614571559867,28.00411406507874,suspicious_activity,1,2025-06-16
-26.15306974643809,28.0397092997761,safe_area,5,2026-04-16
-26.197690215582984,28.04774742791335,unsafe_condition,3,2026-03-08
-26.187060136186474,28.026739511265355,safe_area,3,2025-08-01
-26.180425131101536,28.061672976299665,lighting_issue,4,2026-02-24
-26.20454589352322,28.0085278602507,suspicious_activity,0,2025-12-02
-26.187244191991592,28.006011022538864,unsafe_condition,4,2025-07-02
-26.19156856880769,28.058255100496286,lighting_issue,2,2025-09-13
-26.1598841989509,28.039639305296497,lighting_issue,1,2026-05-23
-26.245455361965853,28.055072191714217,safe_area,2,2026-06-01
-26.221903681040775,28.034786187088297,lighting_issue,5,2025-12-17
-26.154958851592344,28.01971216265913,suspicious_activity,3,2025-08-27
-26.160973621610907,28.065528185413935,suspicious_activity,4,2025-08-15
-26.20443432472143,28.063953270317516,dangerous_area,4,2025-07-27
-26.187986740219845,28.055575717668354,suspicious_activity,4,2025-11-30
-26.222261881701886,28.021771610978398,lighting_issue,2,2026-05-11
-26.231187884027623,28.047218453349526,suspicious_activity,3,2025-11-08
-26.203630159506,28.028877911755202,safe_area,1,2025-10-04
-26.214664777197395,28.00732656586613,dangerous_area,5,2026-03-26
-26.19163438881491,28.07338508603698,lighting_issue,1,2025-07-17
-26.2422265363035,28.010945490473517,dangerous_area,2,2026-05-20
-26.152560519233383,28.076018988305663,lighting_issue,5,2026-05-17
-26.151378925552038,28.035680461836634,safe_area,4,2026-03-05
